Collection,Weapon,Skin,Quality,Steam Market API URL
"Winter Offensive Weapon Case","MP9","Rose Iron","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Rose%20Iron%20(Factory%20New)"
"Winter Offensive Weapon Case","Dual Berettas","Marina","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Marina%20(Factory%20New)"
"Winter Offensive Weapon Case","FAMAS","Pulse","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Pulse%20(Factory%20New)"
"Winter Offensive Weapon Case","AWP","Redline","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Redline%20(Factory%20New)"
"Winter Offensive Weapon Case","P250","Mehndi","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Mehndi%20(Factory%20New)"
"Winter Offensive Weapon Case","M4A1-S","Guardian","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Guardian%20(Factory%20New)"
"Winter Offensive Weapon Case","Sawed-Off","The Kraken","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20The%20Kraken%20(Factory%20New)"
"Winter Offensive Weapon Case","M4A4","Asiimov","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Asiimov%20(Factory%20New)"
"eSports 2013 Winter Case","Galil AR","Blue Titanium","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Blue%20Titanium%20(Factory%20New)"
"eSports 2013 Winter Case","Five-SeveN","Nightshade","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Nightshade%20(Factory%20New)"
"eSports 2013 Winter Case","PP-Bizon","Water Sigil","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Water%20Sigil%20(Factory%20New)"
"eSports 2013 Winter Case","Nova","Ghost Camo","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Ghost%20Camo%20(Factory%20New)"
"eSports 2013 Winter Case","G3SG1","Azure Zebra","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Azure%20Zebra%20(Factory%20New)"
"eSports 2013 Winter Case","P250","Steel Disruption","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Steel%20Disruption%20(Factory%20New)"
"eSports 2013 Winter Case","AK-47","Blue Laminate","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Blue%20Laminate%20(Factory%20New)"
"eSports 2013 Winter Case","P90","Blind Spot","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Blind%20Spot%20(Factory%20New)"
"eSports 2013 Winter Case","FAMAS","Afterimage","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Afterimage%20(Factory%20New)"
"eSports 2013 Winter Case","AWP","Electric Hive","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Electric%20Hive%20(Factory%20New)"
"eSports 2013 Winter Case","Desert Eagle","Cobalt Disruption","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Cobalt%20Disruption%20(Factory%20New)"
"eSports 2013 Winter Case","M4A4","X-Ray","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20X-Ray%20(Factory%20New)"
"CS:GO Weapon Case 3","CZ75-Auto","Crimson Web","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Crimson%20Web%20(Factory%20New)"
"CS:GO Weapon Case 3","P2000","Red FragCam","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Red%20FragCam%20(Factory%20New)"
"CS:GO Weapon Case 3","Dual Berettas","Panther","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Panther%20(Factory%20New)"
"CS:GO Weapon Case 3","USP-S","Stainless","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Stainless%20(Factory%20New)"
"CS:GO Weapon Case 3","Glock-18","Blue Fissure","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Blue%20Fissure%20(Factory%20New)"
"CS:GO Weapon Case 3","CZ75-Auto","Tread Plate","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Tread%20Plate%20(Factory%20New)"
"CS:GO Weapon Case 3","Tec-9","Titanium Bit","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Titanium%20Bit%20(Factory%20New)"
"CS:GO Weapon Case 3","Desert Eagle","Heirloom","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Heirloom%20(Factory%20New)"
"CS:GO Weapon Case 3","Five-SeveN","Copper Galaxy","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Copper%20Galaxy%20(Factory%20New)"
"CS:GO Weapon Case 3","CZ75-Auto","The Fuschia Is Now","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20The%20Fuschia%20Is%20Now%20(Factory%20New)"
"CS:GO Weapon Case 3","P250","Undertow","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Undertow%20(Factory%20New)"
"CS:GO Weapon Case 3","CZ75-Auto","Victoria","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Victoria%20(Factory%20New)"
"Operation Phoenix Weapon Case","UMP-45","Corporal","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Corporal%20(Factory%20New)"
"Operation Phoenix Weapon Case","Negev","Terrain","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Terrain%20(Factory%20New)"
"Operation Phoenix Weapon Case","Tec-9","Sandstorm","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Sandstorm%20(Factory%20New)"
"Operation Phoenix Weapon Case","MAG-7","Heaven Guard","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Heaven%20Guard%20(Factory%20New)"
"Operation Phoenix Weapon Case","MAC-10","Heat","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Heat%20(Factory%20New)"
"Operation Phoenix Weapon Case","SG 553","Pulse","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Pulse%20(Factory%20New)"
"Operation Phoenix Weapon Case","FAMAS","Sergeant","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Sergeant%20(Factory%20New)"
"Operation Phoenix Weapon Case","USP-S","Guardian","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Guardian%20(Factory%20New)"
"Operation Phoenix Weapon Case","AK-47","Redline","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Redline%20(Factory%20New)"
"Operation Phoenix Weapon Case","P90","Trigon","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Trigon%20(Factory%20New)"
"Operation Phoenix Weapon Case","Nova","Antique","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Antique%20(Factory%20New)"
"Operation Phoenix Weapon Case","AWP","Asiimov","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Asiimov%20(Factory%20New)"
"Operation Phoenix Weapon Case","AUG","Chameleon","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Chameleon%20(Factory%20New)"
"Huntsman Weapon Case","Tec-9","Isaac","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Isaac%20(Factory%20New)"
"Huntsman Weapon Case","SSG 08","Slashed","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Slashed%20(Factory%20New)"
"Huntsman Weapon Case","Dual Berettas","Retribution **","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Retribution%20**%20(Factory%20New)"
"Huntsman Weapon Case","Galil AR","Kami","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Kami%20(Factory%20New)"
"Huntsman Weapon Case","P90","Desert Warfare **","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Desert%20Warfare%20**%20(Factory%20New)"
"Huntsman Weapon Case","CZ75-Auto","Poison Dart **","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Poison%20Dart%20**%20(Factory%20New)"
"Huntsman Weapon Case","CZ75-Auto","Twist *","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Twist%20*%20(Factory%20New)"
"Huntsman Weapon Case","P90","Module *","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Module%20*%20(Factory%20New)"
"Huntsman Weapon Case","P2000","Pulse *","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Pulse%20*%20(Factory%20New)"
"Huntsman Weapon Case","AUG","Torque","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Torque%20(Factory%20New)"
"Huntsman Weapon Case","PP-Bizon","Antique","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Antique%20(Factory%20New)"
"Huntsman Weapon Case","XM1014","Heaven Guard","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Heaven%20Guard%20(Factory%20New)"
"Huntsman Weapon Case","MAC-10","Curse **","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Curse%20**%20(Factory%20New)"
"Huntsman Weapon Case","MAC-10","Tatter *","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Tatter%20*%20(Factory%20New)"
"Huntsman Weapon Case","M4A1-S","Atomic Alloy","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Atomic%20Alloy%20(Factory%20New)"
"Huntsman Weapon Case","SCAR-20","Cyrex","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Cyrex%20(Factory%20New)"
"Huntsman Weapon Case","USP-S","Orion **","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Orion%20**%20(Factory%20New)"
"Huntsman Weapon Case","USP-S","Caiman *","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Caiman%20*%20(Factory%20New)"
"Huntsman Weapon Case","AK-47","Vulcan","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Vulcan%20(Factory%20New)"
"Huntsman Weapon Case","M4A4","Desert-Strike *","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Desert-Strike%20*%20(Factory%20New)"
"Huntsman Weapon Case","M4A4","Howl **","Contraband","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Howl%20**%20(Factory%20New)"
"Operation Breakout Weapon Case","MP7","Urban Hazard","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Urban%20Hazard%20(Factory%20New)"
"Operation Breakout Weapon Case","Negev","Desert-Strike","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Desert-Strike%20(Factory%20New)"
"Operation Breakout Weapon Case","P2000","Ivory","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Ivory%20(Factory%20New)"
"Operation Breakout Weapon Case","SSG 08","Abyss","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Abyss%20(Factory%20New)"
"Operation Breakout Weapon Case","UMP-45","Labyrinth","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Labyrinth%20(Factory%20New)"
"Operation Breakout Weapon Case","PP-Bizon","Osiris","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Osiris%20(Factory%20New)"
"Operation Breakout Weapon Case","CZ75-Auto","Tigris","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Tigris%20(Factory%20New)"
"Operation Breakout Weapon Case","Nova","Koi","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Koi%20(Factory%20New)"
"Operation Breakout Weapon Case","P250","Supernova","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Supernova%20(Factory%20New)"
"Operation Breakout Weapon Case","Desert Eagle","Conspiracy","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Conspiracy%20(Factory%20New)"
"Operation Breakout Weapon Case","Five-SeveN","Fowl Play","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Fowl%20Play%20(Factory%20New)"
"Operation Breakout Weapon Case","Glock-18","Water Elemental","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Water%20Elemental%20(Factory%20New)"
"Operation Breakout Weapon Case","P90","Asiimov","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Asiimov%20(Factory%20New)"
"Operation Breakout Weapon Case","M4A1-S","Cyrex","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Cyrex%20(Factory%20New)"
"eSports 2014 Summer Case","SSG 08","Dark Water","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Dark%20Water%20(Factory%20New)"
"eSports 2014 Summer Case","MAC-10","Ultraviolet","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Ultraviolet%20(Factory%20New)"
"eSports 2014 Summer Case","USP-S","Blood Tiger","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Blood%20Tiger%20(Factory%20New)"
"eSports 2014 Summer Case","CZ75-Auto","Hexane","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Hexane%20(Factory%20New)"
"eSports 2014 Summer Case","Negev","Bratatat","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Bratatat%20(Factory%20New)"
"eSports 2014 Summer Case","XM1014","Red Python","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Red%20Python%20(Factory%20New)"
"eSports 2014 Summer Case","PP-Bizon","Blue Streak","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Blue%20Streak%20(Factory%20New)"
"eSports 2014 Summer Case","P90","Virus","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Virus%20(Factory%20New)"
"eSports 2014 Summer Case","MP7","Ocean Foam","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Ocean%20Foam%20(Factory%20New)"
"eSports 2014 Summer Case","Glock-18","Steel Disruption","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Steel%20Disruption%20(Factory%20New)"
"eSports 2014 Summer Case","Desert Eagle","Crimson Web","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Crimson%20Web%20(Factory%20New)"
"eSports 2014 Summer Case","AUG","Bengal Tiger","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Bengal%20Tiger%20(Factory%20New)"
"eSports 2014 Summer Case","Nova","Bloomstick","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Bloomstick%20(Factory%20New)"
"eSports 2014 Summer Case","AWP","Corticera","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Corticera%20(Factory%20New)"
"eSports 2014 Summer Case","P2000","Corticera","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Corticera%20(Factory%20New)"
"eSports 2014 Summer Case","M4A4","Bullet Rain","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Bullet%20Rain%20(Factory%20New)"
"eSports 2014 Summer Case","AK-47","Jaguar","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Jaguar%20(Factory%20New)"
"Operation Vanguard Weapon Case","G3SG1","Murky","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Murky%20(Factory%20New)"
"Operation Vanguard Weapon Case","MAG-7","Firestarter","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Firestarter%20(Factory%20New)"
"Operation Vanguard Weapon Case","MP9","Dart","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Dart%20(Factory%20New)"
"Operation Vanguard Weapon Case","Five-SeveN","Urban Hazard","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Urban%20Hazard%20(Factory%20New)"
"Operation Vanguard Weapon Case","UMP-45","Delusion","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Delusion%20(Factory%20New)"
"Operation Vanguard Weapon Case","Glock-18","Grinder","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Grinder%20(Factory%20New)"
"Operation Vanguard Weapon Case","M4A1-S","Basilisk","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Basilisk%20(Factory%20New)"
"Operation Vanguard Weapon Case","M4A4","Griffin","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Griffin%20(Factory%20New)"
"Operation Vanguard Weapon Case","Sawed-Off","Highwayman","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Highwayman%20(Factory%20New)"
"Operation Vanguard Weapon Case","P250","Cartel","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Cartel%20(Factory%20New)"
"Operation Vanguard Weapon Case","SCAR-20","Cardiac","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Cardiac%20(Factory%20New)"
"Operation Vanguard Weapon Case","XM1014","Tranquility","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Tranquility%20(Factory%20New)"
"Operation Vanguard Weapon Case","AK-47","Wasteland Rebel","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Wasteland%20Rebel%20(Factory%20New)"
"Operation Vanguard Weapon Case","P2000","Fire Elemental","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Fire%20Elemental%20(Factory%20New)"
"Chroma Case","Glock-18","Catacombs","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Catacombs%20(Factory%20New)"
"Chroma Case","M249","System Lock","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20System%20Lock%20(Factory%20New)"
"Chroma Case","MP9","Deadly Poison","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Deadly%20Poison%20(Factory%20New)"
"Chroma Case","SCAR-20","Grotto","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Grotto%20(Factory%20New)"
"Chroma Case","XM1014","Quicksilver","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Quicksilver%20(Factory%20New)"
"Chroma Case","Dual Berettas","Urban Shock","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Urban%20Shock%20(Factory%20New)"
"Chroma Case","Desert Eagle","Naga","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Naga%20(Factory%20New)"
"Chroma Case","MAC-10","Malachite","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Malachite%20(Factory%20New)"
"Chroma Case","Sawed-Off","Serenity","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Serenity%20(Factory%20New)"
"Chroma Case","AK-47","Cartel","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Cartel%20(Factory%20New)"
"Chroma Case","M4A4","龍王 (Dragon King)","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20%E9%BE%8D%E7%8E%8B%20(Dragon%20King)%20(Factory%20New)"
"Chroma Case","P250","Muertos","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Muertos%20(Factory%20New)"
"Chroma Case","AWP","Man-o'-war","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Man-o'-war%20(Factory%20New)"
"Chroma Case","Galil AR","Chatterbox","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Chatterbox%20(Factory%20New)"
"Chroma 2 Case","AK-47","Elite Build","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Elite%20Build%20(Factory%20New)"
"Chroma 2 Case","MP7","Armor Core","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Armor%20Core%20(Factory%20New)"
"Chroma 2 Case","Desert Eagle","Bronze Deco","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Bronze%20Deco%20(Factory%20New)"
"Chroma 2 Case","P250","Valence","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Valence%20(Factory%20New)"
"Chroma 2 Case","Negev","Man-o'-war","Man-o'-war","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Man-o'-war%20(Factory%20New)"
"Chroma 2 Case","Sawed-Off","Origami","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Origami%20(Factory%20New)"
"Chroma 2 Case","AWP","Worm God","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Worm%20God%20(Factory%20New)"
"Chroma 2 Case","MAG-7","Heat","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Heat%20(Factory%20New)"
"Chroma 2 Case","CZ75-Auto","Pole Position","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Pole%20Position%20(Factory%20New)"
"Chroma 2 Case","UMP-45","Grand Prix","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Grand%20Prix%20(Factory%20New)"
"Chroma 2 Case","Five-SeveN","Monkey Business","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Monkey%20Business%20(Factory%20New)"
"Chroma 2 Case","Galil AR","Eco","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Eco%20(Factory%20New)"
"Chroma 2 Case","FAMAS","Djinn","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Djinn%20(Factory%20New)"
"Chroma 2 Case","M4A1-S","Hyper Beast","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Hyper%20Beast%20(Factory%20New)"
"Chroma 2 Case","MAC-10","Neon Rider","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Neon%20Rider%20(Factory%20New)"
"Falchion Case","Galil AR","Rocket Pop","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Rocket%20Pop%20(Factory%20New)"
"Falchion Case","Glock-18","Bunsen Burner","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Bunsen%20Burner%20(Factory%20New)"
"Falchion Case","Nova","Ranger","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Ranger%20(Factory%20New)"
"Falchion Case","P90","Elite Build","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Elite%20Build%20(Factory%20New)"
"Falchion Case","UMP-45","Riot","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Riot%20(Factory%20New)"
"Falchion Case","USP-S","Torque","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Torque%20(Factory%20New)"
"Falchion Case","FAMAS","Neural Net","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Neural%20Net%20(Factory%20New)"
"Falchion Case","M4A4","Evil Daimyo","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Evil%20Daimyo%20(Factory%20New)"
"Falchion Case","MP9","Ruby Poison Dart","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Ruby%20Poison%20Dart%20(Factory%20New)"
"Falchion Case","Negev","Loudmouth","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Loudmouth%20(Factory%20New)"
